date,fear值,日期
1634486400,78,18-10-2021
1634572800,75,19-10-2021
1634659200,82,20-10-2021
1634745600,84,21-10-2021
1634832000,75,22-10-2021
1634918400,74,23-10-2021
1635004800,73,24-10-2021
1635091200,72,25-10-2021
1635177600,76,26-10-2021
1635264000,73,27-10-2021
1635350400,66,28-10-2021
1635436800,70,29-10-2021
1635523200,73,30-10-2021
1635609600,74,31-10-2021
1635696000,74,1-11-2021
1635782400,73,2-11-2021
1635868800,76,3-11-2021
1635955200,73,4-11-2021
1636041600,73,5-11-2021
1636128000,71,6-11-2021
1636214400,73,7-11-2021
1636300800,75,8-11-2021
1636387200,84,9-11-2021
1636473600,75,10-11-2021
1636560000,77,11-11-2021
1636646400,74,12-11-2021
1636732800,72,13-11-2021
1636819200,74,14-11-2021
1636905600,72,15-11-2021
1636992000,71,16-11-2021
1637078400,52,17-11-2021
1637164800,54,18-11-2021
1637251200,34,19-11-2021
1637337600,43,20-11-2021
1637424000,49,21-11-2021
1637510400,50,22-11-2021
1637596800,33,23-11-2021
1637683200,42,24-11-2021
1637769600,32,25-11-2021
1637856000,47,26-11-2021
1637942400,21,27-11-2021
1638028800,27,28-11-2021
1638115200,33,29-11-2021
1638201600,40,30-11-2021
1638288000,34,1-12-2021
1638374400,32,2-12-2021
1638460800,31,3-12-2021
1638547200,25,4-12-2021
1638633600,18,5-12-2021
1638720000,16,6-12-2021
1638806400,25,7-12-2021
1638892800,28,8-12-2021
1638979200,29,9-12-2021
1639065600,24,10-12-2021
1639152000,16,11-12-2021
1639238400,27,12-12-2021
1639324800,28,13-12-2021
1639411200,21,14-12-2021
1639497600,28,15-12-2021
1639584000,29,16-12-2021
1639670400,23,17-12-2021
1639756800,24,18-12-2021
1639843200,29,19-12-2021
1639929600,25,20-12-2021
1640016000,27,21-12-2021
1640102400,45,22-12-2021
1640188800,34,23-12-2021
1640275200,41,24-12-2021
1640361600,39,25-12-2021
1640448000,37,26-12-2021
1640534400,40,27-12-2021
1640620800,41,28-12-2021
1640707200,27,29-12-2021
1640793600,22,30-12-2021
1640880000,28,31-12-2021
1640966400,21,1-1-2022
1641052800,29,2-1-2022
1641139200,29,3-1-2022
1641225600,23,4-1-2022
1641312000,24,5-1-2022
1641398400,15,6-1-2022
1641484800,18,7-1-2022
1641571200,10,8-1-2022
1641657600,23,9-1-2022
1641744000,23,10-1-2022
1641830400,21,11-1-2022
1641916800,22,12-1-2022
1642003200,21,13-1-2022
1642089600,21,14-1-2022
1642176000,23,15-1-2022
1642262400,21,16-1-2022
1642348800,22,17-1-2022
1642435200,24,18-1-2022
1642521600,24,19-1-2022
1642608000,24,20-1-2022
1642694400,19,21-1-2022
1642780800,13,22-1-2022
1642867200,11,23-1-2022
1642953600,13,24-1-2022
1643040000,12,25-1-2022
1643126400,23,26-1-2022
1643212800,20,27-1-2022
1643299200,24,28-1-2022
1643385600,24,29-1-2022
1643472000,29,30-1-2022
1643558400,20,31-1-2022
1643644800,26,1-2-2022
1643731200,28,2-2-2022
1643817600,20,3-2-2022
1643904000,20,4-2-2022
1643990400,33,5-2-2022
1644076800,37,6-2-2022
1644163200,45,7-2-2022
1644249600,48,8-2-2022
1644336000,54,9-2-2022
1644422400,50,10-2-2022
1644508800,50,11-2-2022
1644595200,44,12-2-2022
1644681600,44,13-2-2022
1644768000,46,14-2-2022
1644854400,46,15-2-2022
1644940800,51,16-2-2022
1645027200,52,17-2-2022
1645113600,30,18-2-2022
1645200000,25,19-2-2022
1645286400,27,20-2-2022
1645372800,25,21-2-2022
1645459200,20,22-2-2022
1645545600,25,23-2-2022
1645632000,23,24-2-2022
1645718400,27,25-2-2022
1645804800,26,26-2-2022
1645891200,26,27-2-2022
1645977600,20,28-2-2022
1646064000,51,1-3-2022
1646150400,52,2-3-2022
1646236800,39,3-3-2022
1646323200,33,4-3-2022
1646409600,22,5-3-2022
1646496000,22,6-3-2022
1646582400,23,7-3-2022
1646668800,21,8-3-2022
1646755200,22,9-3-2022
1646841600,28,10-3-2022
1646928000,22,11-3-2022
1647014400,22,12-3-2022
1647100800,21,13-3-2022
1647187200,23,14-3-2022
1647273600,21,15-3-2022
1647360000,24,16-3-2022
1647446400,27,17-3-2022
1647532800,25,18-3-2022
1647619200,28,19-3-2022
1647705600,31,20-3-2022
1647792000,30,21-3-2022
1647878400,26,22-3-2022
1647964800,31,23-3-2022
1648051200,40,24-3-2022
1648137600,47,25-3-2022
1648224000,51,26-3-2022
1648310400,49,27-3-2022
1648396800,60,28-3-2022
1648483200,56,29-3-2022
1648569600,55,30-3-2022
1648656000,52,31-3-2022
1648742400,50,1-4-2022
1648828800,52,2-4-2022
1648915200,48,3-4-2022
1649001600,52,4-4-2022
1649088000,53,5-4-2022
1649174400,48,6-4-2022
1649260800,34,7-4-2022
1649347200,37,8-4-2022
1649433600,30,9-4-2022
1649520000,34,10-4-2022
1649606400,32,11-4-2022
1649692800,20,12-4-2022
1649779200,25,13-4-2022
1649865600,28,14-4-2022
1649952000,22,15-4-2022
1650038400,28,16-4-2022
1650124800,28,17-4-2022
1650211200,24,18-4-2022
1650297600,27,19-4-2022
1650384000,27,20-4-2022
1650470400,27,21-4-2022
1650556800,26,22-4-2022
1650643200,24,23-4-2022
1650729600,24,24-4-2022
1650816000,23,25-4-2022
1650902400,27,26-4-2022
1650988800,21,27-4-2022
1651075200,24,28-4-2022
1651161600,23,29-4-2022
1651248000,20,30-4-2022
1651334400,22,1-5-2022
1651420800,28,2-5-2022
1651507200,27,3-5-2022
1651593600,21,4-5-2022
1651680000,27,5-5-2022
1651766400,22,6-5-2022
1651852800,23,7-5-2022
1651939200,18,8-5-2022
1652025600,11,9-5-2022
1652112000,10,10-5-2022
1652198400,12,11-5-2022
1652284800,12,12-5-2022
1652371200,10,13-5-2022
1652457600,9,14-5-2022
1652544000,10,15-5-2022
1652630400,14,16-5-2022
1652716800,8,17-5-2022
1652803200,12,18-5-2022
1652889600,13,19-5-2022
1652976000,13,20-5-2022
1653062400,13,21-5-2022
1653148800,14,22-5-2022
1653235200,10,23-5-2022
1653321600,12,24-5-2022
1653408000,11,25-5-2022
1653494400,12,26-5-2022
1653580800,12,27-5-2022
1653667200,13,28-5-2022
1653753600,14,29-5-2022
1653840000,10,30-5-2022
1653926400,16,31-5-2022
1654012800,17,1-6-2022
1654099200,13,2-6-2022
1654185600,10,3-6-2022
1654272000,14,4-6-2022
1654358400,10,5-6-2022
1654444800,13,6-6-2022
1654531200,15,7-6-2022
1654617600,17,8-6-2022
1654704000,11,9-6-2022
1654790400,13,10-6-2022
1654876800,12,11-6-2022
1654963200,14,12-6-2022
1655049600,11,13-6-2022
1655136000,8,14-6-2022
1655222400,7,15-6-2022
1655308800,7,16-6-2022
1655395200,9,17-6-2022
1655481600,6,18-6-2022
1655568000,6,19-6-2022
1655654400,9,20-6-2022
1655740800,9,21-6-2022
1655827200,11,22-6-2022
1655913600,11,23-6-2022
1656000000,11,24-6-2022
1656086400,14,25-6-2022
1656172800,14,26-6-2022
1656259200,12,27-6-2022
1656345600,10,28-6-2022
1656432000,13,29-6-2022
1656518400,11,30-6-2022
1656604800,11,1-7-2022
1656691200,14,2-7-2022
1656777600,11,3-7-2022
1656864000,14,4-7-2022
1656950400,19,5-7-2022
1657036800,18,6-7-2022
1657123200,18,7-7-2022
1657209600,20,8-7-2022
1657296000,24,9-7-2022
1657382400,24,10-7-2022
1657468800,22,11-7-2022
1657555200,16,12-7-2022
1657641600,15,13-7-2022
1657728000,18,14-7-2022
1657814400,15,15-7-2022
1657900800,21,16-7-2022
1657987200,24,17-7-2022
1658073600,20,18-7-2022
1658160000,30,19-7-2022
1658246400,31,20-7-2022
1658332800,34,21-7-2022
1658419200,33,22-7-2022
1658505600,31,23-7-2022
1658592000,30,24-7-2022
1658678400,30,25-7-2022
1658764800,26,26-7-2022
1658851200,28,27-7-2022
1658937600,32,28-7-2022
1659024000,39,29-7-2022
1659110400,42,30-7-2022
1659196800,39,31-7-2022
1659283200,33,1-8-2022
1659369600,31,2-8-2022
1659456000,34,3-8-2022
1659542400,30,4-8-2022
1659628800,31,5-8-2022
1659715200,31,6-8-2022
1659801600,30,7-8-2022
1659888000,30,8-8-2022
1659974400,42,9-8-2022
1660060800,31,10-8-2022
1660147200,41,11-8-2022
1660233600,42,12-8-2022
1660320000,46,13-8-2022
1660406400,47,14-8-2022
1660492800,45,15-8-2022
1660579200,44,16-8-2022
1660665600,41,17-8-2022
1660752000,30,18-8-2022
1660838400,33,19-8-2022
1660924800,29,20-8-2022
1661011200,27,21-8-2022
1661097600,29,22-8-2022
1661184000,28,23-8-2022
1661270400,25,24-8-2022
1661356800,25,25-8-2022
1661443200,27,26-8-2022
1661529600,28,27-8-2022
1661616000,28,28-8-2022
1661702400,24,29-8-2022
1661788800,27,30-8-2022
1661875200,23,31-8-2022
1661961600,20,1-9-2022
1662048000,25,2-9-2022
1662134400,21,3-9-2022
1662220800,20,4-9-2022
1662307200,23,5-9-2022
1662393600,22,6-9-2022
1662480000,24,7-9-2022
1662566400,20,8-9-2022
1662652800,22,9-9-2022
1662739200,28,10-9-2022
1662825600,26,11-9-2022
1662912000,25,12-9-2022
1662998400,34,13-9-2022
1663084800,27,14-9-2022
1663171200,28,15-9-2022
1663257600,20,16-9-2022
1663344000,22,17-9-2022
1663430400,27,18-9-2022
1663516800,21,19-9-2022
1663603200,23,20-9-2022
1663689600,23,21-9-2022
1663776000,22,22-9-2022
1663862400,20,23-9-2022
1663948800,24,24-9-2022
1664035200,24,25-9-2022
1664121600,21,26-9-2022
1664208000,20,27-9-2022
1664294400,20,28-9-2022
1664380800,22,29-9-2022
1664467200,21,30-9-2022
1664553600,20,1-10-2022
1664640000,24,2-10-2022
1664726400,24,3-10-2022
1664812800,20,4-10-2022
1664899200,25,5-10-2022
1664985600,26,6-10-2022
1665072000,23,7-10-2022
1665158400,24,8-10-2022
1665244800,22,9-10-2022
1665331200,22,10-10-2022
1665417600,24,11-10-2022
1665504000,20,12-10-2022
1665590400,20,13-10-2022
1665676800,24,14-10-2022
1665763200,24,15-10-2022
1665849600,24,16-10-2022
1665936000,20,17-10-2022
1666022400,22,18-10-2022
1666108800,23,19-10-2022
1666195200,23,20-10-2022
1666281600,23,21-10-2022
1666368000,20,22-10-2022
1666454400,23,23-10-2022
1666540800,22,24-10-2022
1666627200,20,25-10-2022
1666713600,33,26-10-2022
1666800000,32,27-10-2022
1666886400,30,28-10-2022
1666972800,34,29-10-2022
1667059200,34,30-10-2022
1667145600,31,31-10-2022
1667232000,30,1-11-2022
1667318400,30,2-11-2022
1667404800,30,3-11-2022
1667491200,30,4-11-2022
1667577600,38,5-11-2022
1667664000,40,6-11-2022
1667750400,33,7-11-2022
1667836800,31,8-11-2022
1667923200,29,9-11-2022
1668009600,22,10-11-2022
1668096000,25,11-11-2022
1668182400,21,12-11-2022
1668268800,22,13-11-2022
1668355200,24,14-11-2022
1668441600,22,15-11-2022
1668528000,23,16-11-2022
1668614400,20,17-11-2022
1668700800,23,18-11-2022
1668787200,23,19-11-2022
1668873600,24,20-11-2022
1668960000,21,21-11-2022
1669046400,22,22-11-2022
1669132800,22,23-11-2022
1669219200,20,24-11-2022
1669305600,20,25-11-2022
1669392000,22,26-11-2022
1669478400,26,27-11-2022
1669564800,28,28-11-2022
1669651200,26,29-11-2022
1669737600,29,30-11-2022
1669824000,27,1-12-2022
1669910400,27,2-12-2022
1669996800,27,3-12-2022
1670083200,26,4-12-2022
1670169600,26,5-12-2022
1670256000,25,6-12-2022
1670342400,29,7-12-2022
1670428800,25,8-12-2022
1670515200,26,9-12-2022
1670601600,27,10-12-2022
1670688000,26,11-12-2022
1670774400,27,12-12-2022
1670860800,27,13-12-2022
1670947200,30,14-12-2022
1671033600,31,15-12-2022
1671120000,29,16-12-2022
1671206400,28,17-12-2022
1671292800,26,18-12-2022
1671379200,29,19-12-2022
1671465600,29,20-12-2022
1671552000,26,21-12-2022
1671638400,28,22-12-2022
1671724800,27,23-12-2022
1671811200,29,24-12-2022
1671897600,29,25-12-2022
1671984000,28,26-12-2022
1672070400,27,27-12-2022
1672156800,28,28-12-2022
1672243200,28,29-12-2022
1672329600,28,30-12-2022
1672416000,25,31-12-2022
1672502400,26,1-1-2023
1672588800,27,2-1-2023
1672675200,26,3-1-2023
1672761600,29,4-1-2023
1672848000,29,5-1-2023
1672934400,26,6-1-2023
1673020800,25,7-1-2023
1673107200,25,8-1-2023
1673193600,25,9-1-2023
1673280000,26,10-1-2023
1673366400,26,11-1-2023
1673452800,30,12-1-2023
1673539200,31,13-1-2023
1673625600,46,14-1-2023
1673712000,52,15-1-2023
1673798400,45,16-1-2023
1673884800,51,17-1-2023
1673971200,52,18-1-2023
1674057600,45,19-1-2023
1674144000,51,20-1-2023
1674230400,53,21-1-2023
1674316800,53,22-1-2023
1674403200,50,23-1-2023
1674489600,52,24-1-2023
1674576000,51,25-1-2023
1674662400,54,26-1-2023
1674748800,55,27-1-2023
1674835200,52,28-1-2023
1674921600,55,29-1-2023
1675008000,61,30-1-2023
1675094400,51,31-1-2023
1675180800,56,1-2-2023
1675267200,60,2-2-2023
1675353600,60,3-2-2023
1675440000,58,4-2-2023
1675526400,58,5-2-2023
1675612800,56,6-2-2023
1675699200,54,7-2-2023
1675785600,58,8-2-2023
1675872000,55,9-2-2023
1675958400,48,10-2-2023
1676044800,49,11-2-2023
1676131200,50,12-2-2023
1676217600,48,13-2-2023
1676304000,50,14-2-2023
1676390400,53,15-2-2023
1676476800,62,16-2-2023
1676563200,61,17-2-2023
1676649600,60,18-2-2023
1676736000,60,19-2-2023
1676822400,58,20-2-2023
1676908800,60,21-2-2023
1676995200,59,22-2-2023
1677081600,56,23-2-2023
1677168000,53,24-2-2023
1677254400,52,25-2-2023
1677340800,51,26-2-2023
1677427200,50,27-2-2023
1677513600,53,28-2-2023
1677600000,50,1-3-2023
1677686400,51,2-3-2023
1677772800,50,3-3-2023
1677859200,50,4-3-2023
1677945600,47,5-3-2023
1678032000,48,6-3-2023
1678118400,49,7-3-2023
1678204800,50,8-3-2023
1678291200,44,9-3-2023
1678377600,34,10-3-2023
1678464000,33,11-3-2023
1678550400,33,12-3-2023
1678636800,49,13-3-2023
1678723200,56,14-3-2023
1678809600,50,15-3-2023
1678896000,52,16-3-2023
1678982400,51,17-3-2023
1679068800,64,18-3-2023
1679155200,63,19-3-2023
1679241600,66,20-3-2023
1679328000,68,21-3-2023
1679414400,62,22-3-2023
1679500800,57,23-3-2023
1679587200,61,24-3-2023
1679673600,64,25-3-2023
1679760000,64,26-3-2023
1679846400,64,27-3-2023
1679932800,59,28-3-2023
1680019200,57,29-3-2023
1680105600,60,30-3-2023
1680192000,63,31-3-2023
1680278400,61,1-4-2023
1680364800,63,2-4-2023
1680451200,63,3-4-2023
1680537600,62,4-4-2023
1680624000,62,5-4-2023
1680710400,63,6-4-2023
1680796800,64,7-4-2023
1680883200,61,8-4-2023
1680969600,61,9-4-2023
1681056000,62,10-4-2023
1681142400,68,11-4-2023
1681228800,65,12-4-2023
1681315200,61,13-4-2023
1681401600,68,14-4-2023
1681488000,68,15-4-2023
1681574400,68,16-4-2023
1681660800,69,17-4-2023
1681747200,58,18-4-2023
1681833600,63,19-4-2023
1681920000,52,20-4-2023
1682006400,50,21-4-2023
1682092800,53,22-4-2023
1682179200,56,23-4-2023
1682265600,53,24-4-2023
1682352000,53,25-4-2023
1682438400,56,26-4-2023
1682524800,59,27-4-2023
1682611200,64,28-4-2023
1682697600,64,29-4-2023
1682784000,60,30-4-2023
1682870400,63,1-5-2023
1682956800,55,2-5-2023
1683043200,64,3-5-2023
1683129600,64,4-5-2023
1683216000,61,5-5-2023
1683302400,60,6-5-2023
1683388800,64,7-5-2023
1683475200,60,8-5-2023
1683561600,51,9-5-2023
1683648000,52,10-5-2023
1683734400,52,11-5-2023
1683820800,49,12-5-2023
1683907200,48,13-5-2023
1683993600,48,14-5-2023
1684080000,50,15-5-2023
1684166400,54,16-5-2023
1684252800,50,17-5-2023
1684339200,51,18-5-2023
1684425600,48,19-5-2023
1684512000,48,20-5-2023
1684598400,52,21-5-2023
1684684800,49,22-5-2023
1684771200,50,23-5-2023
1684857600,50,24-5-2023
1684944000,51,25-5-2023
1685030400,49,26-5-2023
1685116800,48,27-5-2023
1685203200,50,28-5-2023
1685289600,52,29-5-2023
1685376000,51,30-5-2023
1685462400,51,31-5-2023
1685548800,52,1-6-2023
1685635200,50,2-6-2023
1685721600,53,3-6-2023
1685808000,52,4-6-2023
1685894400,53,5-6-2023
1685980800,44,6-6-2023
1686067200,53,7-6-2023
1686153600,50,8-6-2023
1686240000,50,9-6-2023
1686326400,49,10-6-2023
1686412800,47,11-6-2023
1686499200,47,12-6-2023
1686585600,45,13-6-2023
1686672000,46,14-6-2023
1686758400,41,15-6-2023
1686844800,47,16-6-2023
1686931200,47,17-6-2023
1687017600,49,18-6-2023
1687104000,47,19-6-2023
1687190400,49,20-6-2023
1687276800,59,21-6-2023
1687363200,65,22-6-2023
1687449600,65,23-6-2023
1687536000,62,24-6-2023
1687622400,64,25-6-2023
1687708800,55,26-6-2023
1687795200,59,27-6-2023
1687881600,62,28-6-2023
1687968000,54,29-6-2023
1688054400,56,30-6-2023
1688140800,59,1-7-2023
1688227200,63,2-7-2023
1688313600,62,3-7-2023
1688400000,64,4-7-2023
1688486400,61,5-7-2023
1688572800,56,6-7-2023
1688659200,55,7-7-2023
1688745600,58,8-7-2023
1688832000,55,9-7-2023
1688918400,56,10-7-2023
1689004800,57,11-7-2023
1689091200,64,12-7-2023
1689177600,57,13-7-2023
1689264000,60,14-7-2023
1689350400,56,15-7-2023
1689436800,57,16-7-2023
1689523200,54,17-7-2023
1689609600,56,18-7-2023
1689696000,50,19-7-2023
1689782400,56,20-7-2023
1689868800,50,21-7-2023
1689955200,52,22-7-2023
1690041600,54,23-7-2023
1690128000,55,24-7-2023
1690214400,50,25-7-2023
1690300800,51,26-7-2023
1690387200,51,27-7-2023
1690473600,52,28-7-2023
1690560000,52,29-7-2023
1690646400,52,30-7-2023
1690732800,50,31-7-2023
1690819200,53,1-8-2023
1690905600,53,2-8-2023
1690992000,52,3-8-2023
1691078400,54,4-8-2023
1691164800,50,5-8-2023
1691251200,49,6-8-2023
1691337600,49,7-8-2023
1691424000,54,8-8-2023
1691510400,50,9-8-2023
1691596800,53,10-8-2023
1691683200,51,11-8-2023
1691769600,54,12-8-2023
1691856000,54,13-8-2023
1691942400,50,14-8-2023
1692028800,53,15-8-2023
1692115200,52,16-8-2023
1692201600,50,17-8-2023
1692288000,37,18-8-2023
1692374400,39,19-8-2023
1692460800,37,20-8-2023
1692547200,38,21-8-2023
1692633600,37,22-8-2023
1692720000,37,23-8-2023
1692806400,41,24-8-2023
